default_name,version,is_default,rt_id_array,displayed_version_name
Killer Croc,{Rebirth},f,"{1673,6381}",Rebirth
Killer Croc,{DC},t,{6381},""
Killer Croc,"{`"(Suicide Squad)`"}",f,{129},DCEU
2-6-8-1-7-9-5,{DC},t,{1675},DC
TWO-SIX,{DC},f,{1675},DC
Black Lantern Superman,{Earth-(2|Two)},t,{1676},""
Despotellis,{DC},t,{1677},""
Despotellis,{PC},t,{1677},""
Despotellis,"{`"Post(-| )?C(risis)?`"}",t,{1677},""
Killer Croc,"{`"Arkham ga(m|n)es?`"}",f,"{5533,6381}",Batman: Arkham
Riptide,"{`"First Class`"}",f,{6557},FOX
Riptide,{FOX},f,{6557},FOX
Riptide,{Foxverse},f,{6557},FOX
Riptide,"{`"X-?Men Cinematic Universe`"}",f,{6557},FOX
Riptide,{XCU},f,{6557},FOX
Despotellis,"{`"New(-| )Earth`"}",t,{1677},""
Guy Gardner,{DC},t,{1678},DC
Guy Gardner,{PC},t,{1678},DC
Guy Gardner,"{`"Post(-| )?C(risis)?`"}",t,{1678},DC
Guy Gardner,"{`"New(-| )Earth`"}",t,{1678},DC
Hal Jordan,{PC},f,{1680},Post-Crisis
Hal Jordan,"{`"Post(-| )?C(risis)?`"}",f,{1680},Post-Crisis
Hal Jordan,"{`"New(-| )Earth`"}",f,{1680},Post-Crisis
Jessica Cruz,"{`"New(-| )?52`"}",f,{1681},New 52 / Rebirth
Jessica Cruz,{Nu?-?52},f,{1681},New 52 / Rebirth
Jessica Cruz,"{`"Post(-| )52`"}",f,{1681},New 52 / Rebirth
Jessica Cruz,"{`"Prime(-| )Earth`"}",f,{1681},New 52 / Rebirth
Jessica Cruz,{Rebirth},f,{1681},New 52 / Rebirth
John Stewart,"{`"Justice League:? Unlimited`"}",f,{},DCAU
John Stewart,"{`"JL Unlimited`"}",f,{},DCAU
John Stewart,{JLU},f,{},DCAU
John Stewart,"{`"DC Animated Universe`"}",f,{},DCAU
John Stewart,"{`"Animated DC`"}",f,{},DCAU
John Stewart,{DCAU},f,{},DCAU
John Stewart,{Timmverse},f,{},DCAU
John Stewart,{PC},f,{1682},DC
John Stewart,"{`"Post(-| )?C(risis)?`"}",f,{1682},DC
John Stewart,"{`"New(-| )Earth`"}",f,{1682},DC
Krona,{PC},t,{1683},DC
Krona,"{`"Post(-| )?C(risis)?`"}",t,{1683},DC
Krona,"{`"New(-| )Earth`"}",t,{1683},DC
Kryb,{PC},t,{1684},DC
Kryb,"{`"Post(-| )?C(risis)?`"}",t,{1684},DC
Kryb,"{`"New(-| )Earth`"}",t,{1684},DC
Larfleeze,{DC},t,{1686},DC
Shirai Kuroko,{TAMNI},t,{10797},Toaru Majutsu no Index
Wiz & Boomstick,"{`"DEATH BATTLE`"}",t,{10798},DEATH BATTLE!
Mogo,{PC},t,{1688},DC
Mogo,"{`"Post(-| )?C(risis)?`"}",t,{1688},DC
Mogo,"{`"New(-| )Earth`"}",t,{1688},DC
Simon Baz,{PC},f,{1689},Post-Crisis
Simon Baz,"{`"Post(-| )?C(risis)?`"}",f,{1689},Post-Crisis
Simon Baz,"{`"New(-| )Earth`"}",f,{1689},Post-Crisis
Simon Baz,"{`"New(-| )?52`"}",f,{},New 52
Simon Baz,{Nu?-?52},f,{},New 52
Simon Baz,"{`"Post(-| )52`"}",f,{},New 52
Simon Baz,"{`"Prime(-| )Earth`"}",f,{},New 52
Simon Baz,{Rebirth},f,{},New 52
Simon Baz,"{`"(Green Lantern)`"}",t,{1689},DC
Sinestro,{PC},f,{1690},Post-Crisis
Sinestro,"{`"Post(-| )?C(risis)?`"}",f,{1690},Post-Crisis
Sinestro,"{`"New(-| )Earth`"}",f,{1690},Post-Crisis
Sinestro,"{`"New(-| )?52`"}",f,{1691},New 52 / Rebirth
Sinestro,{Nu?-?52},f,{1691},New 52 / Rebirth
Sinestro,"{`"Post(-| )52`"}",f,{1691},New 52 / Rebirth
Sinestro,"{`"Prime(-| )Earth`"}",f,{1691},New 52 / Rebirth
Sinestro,{Rebirth},f,{1691},New 52 / Rebirth
Sodam Yat,{PC},t,{1692},DC
Sodam Yat,"{`"Post(-| )?C(risis)?`"}",t,{1692},DC
Sodam Yat,"{`"New(-| )Earth`"}",t,{1692},DC
Kotal Kahn,"{`"Mortal Kombat`"}",t,{5291},Mortal Kombat
Kyle Rayner,{PC},f,{1685},Post-Crisis
Kyle Rayner,"{`"Post(-| )?C(risis)?`"}",f,{1685},Post-Crisis
Kyle Rayner,"{`"New(-| )Earth`"}",f,{1685},Post-Crisis
Kyle Rayner,"{`"Green Lantern Kyle Rayner`"}",f,"{1685,15411}",DC
Sinestro,"{`"\\(DC( Comics)?\\)`"}",t,"{1691,1690}",DC
Sodam Yat,"{`"\\(DC( Comics)?\\)`"}",t,{1692},DC
Guardians of the Universe,{DC},t,"{1679,22537}",DC
Kotal Kahn,{MK},t,{5291},Mortal Kombat
Link,"{`"Hyrule Warriors`"}",f,{5214},Hyrule Warriors
Taven,"{`"Mortal Kombat`"}",t,{5317},Mortal Kombat
Taven,{MK},t,{5317},Mortal Kombat
Starkiller,"{`"Galen Marek`"}",t,{5728},Star Wars
Link,"{`"Wind Waker`"}",f,{5227},Wind Waker / Phantom Hourglass
Link,"{`"Phantom Hourglass`"}",f,{5227},Wind Waker / Phantom Hourglass
Thanos,{616},t,{2067},616
Thanos,{comics?},t,{2067},616
Booker,{BioShock},f,{4998},BioShock Infinite
Booker DeWitt,{BioShock},t,{4998},BioShock Infinite
Jeanne d'Arc,"{`"Puella Magi Tart Magica`"}",f,{4423},Madoka Magica
Link,"{`"Spirit Tracks`"}",f,{5223},Spirit Tracks
Kiyo Takamine,"{`"Zatch Bell`"}",t,{4658},Zatch Bell!
Kiyo Takamine,"{`"Golden Gash`"}",t,{4658},Zatch Bell!
Kiyo Takamine,"{`"Konjiki no Gash`"}",t,{4658},Zatch Bell!
Kiyo Takamine,"{`"Gash Bell`"}",t,{4658},Zatch Bell!
Gash Bell,"{`"Zatch Bell`"}",t,{4658},Zatch Bell!
Gash Bell,"{`"Golden Gash`"}",t,{4658},Zatch Bell!
Gash Bell,"{`"Konjiki no Gash`"}",t,{4658},Zatch Bell!
Gash Bell,"{`"Gash Bell`"}",t,{4658},Zatch Bell!
Zatch Bell,"{`"Zatch Bell`"}",t,{4658},Zatch Bell!
Zatch Bell,"{`"Golden Gash`"}",t,{4658},Zatch Bell!
Zatch Bell,"{`"Konjiki no Gash`"}",t,{4658},Zatch Bell!
Zatch Bell,"{`"Gash Bell`"}",t,{4658},Zatch Bell!
Gash Bell and Takamine Kiyomaro,"{`"Zatch Bell`"}",t,{4658},Zatch Bell!
Gash Bell and Takamine Kiyomaro,"{`"Golden Gash`"}",t,{4658},Zatch Bell!
Gash Bell and Takamine Kiyomaro,"{`"Konjiki no Gash`"}",t,{4658},Zatch Bell!
Gash Bell and Takamine Kiyomaro,"{`"Gash Bell`"}",t,{4658},Zatch Bell!
Infinity Gauntlet,"{`"Marvel Cinematic Universe`"}",f,{246},MCU
Infinity Gauntlet,{MCU},f,{246},MCU
Infinity Gauntlet,{199999},f,{246},MCU
Infinity Gauntlet,"{`"Infinity War`"}",f,{246},MCU
Infinity Gauntlet,{IW},f,{246},MCU
Wiz,"{`"DEATH BATTLE`"}",f,{10798},DEATH BATTLE!
Infinity Gauntlet,{EG},f,{246},MCU
Alex Victory,{Suggs(verse)?},t,{5980},Suggsverse
Alex Victory,"{`"Heir to the Stars`"}",t,{5980},Suggsverse
Cire Lostsanctum,{Suggs(verse)?},t,{5985},Suggsverse
Cire Lostsanctum,"{`"Heir to the Stars`"}",t,{5985},Suggsverse
Composite Link,"{Zelda,composite}",t,{5208},""
Ganondorf,"{`"Twilight Princess`"}",f,{5225},Twilight Princess
Ganondorf,"{`"Ocarina of Time`"}",f,{5218},Ocarina of Time
Ganondorf,{OOT},f,{5218},Ocarina of Time
Shovel Knight,"{`"Shovel Knight`"}",t,{5708},""
Red Lantern Corps,{DC},t,{1674},DC
Red Lantern Corps,{PC},f,{1674},DC
Red Lantern Corps,"{`"Post(-| )?C(risis)?`"}",f,{1674},DC
Red Lantern Corps,"{`"New(-| )Earth`"}",f,{1674},DC
Red Lantern Corps,"{`"New(-| )?52`"}",f,{},New 52
Red Lantern Corps,{Nu?-?52},f,{},New 52
Red Lantern Corps,"{`"Post(-| )52`"}",f,{},New 52
Red Lantern Corps,"{`"Prime(-| )Earth`"}",f,{},New 52
Red Lantern Corps,{Rebirth},f,{},New 52
Atrocitus,"{`"New(-| )?52`"}",f,{},New 52
Atrocitus,{Nu?-?52},f,{},New 52
Atrocitus,"{`"Post(-| )52`"}",f,{},New 52
Atrocitus,"{`"Prime(-| )Earth`"}",f,{},New 52
Atrocitus,{Rebirth},f,{},New 52
Bleez,{DC},t,{1674},DC
Crocodile,"{`"One Piece`"}",f,{4042},One Piece
Crocodile,{OP},f,{4042},One Piece
Atrocitus,{DC},t,{22014},DC
Atrocitus,{PC},f,{22014},Post-Crisis
Atrocitus,"{`"Post(-| )?C(risis)?`"}",f,{22014},Post-Crisis
Black Widow,{616},f,{1989},616
Black Widow,{comics},f,{1989},616
Bleez,{PC},f,{1674},Post-Crisis
Bleez,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Bleez,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Bleez,"{`"New(-| )?52`"}",f,{},New 52
Bleez,{Nu?-?52},f,{},New 52
Bleez,"{`"Post(-| )52`"}",f,{},New 52
Bleez,"{`"Prime(-| )Earth`"}",f,{},New 52
Bleez,{Rebirth},f,{},New 52
Boomstick,"{`"DEATH BATTLE`"}",f,{10798},DEATH BATTLE!
Hades,{Disney},f,{10799},"Hercules, 1997"
Hades,"{`"\\(Hercules\\)`"}",f,{10799},"Hercules, 1997"
Dex-Starr,"{`"New(-| )?52`"}",f,{},New 52
Dex-Starr,{Nu?-?52},f,{},New 52
Dex-Starr,"{`"Post(-| )52`"}",f,{},New 52
Dex-Starr,"{`"Prime(-| )Earth`"}",f,{},New 52
Dex-Starr,{Rebirth},f,{},New 52
Yellow Lantern Corps,{PC},f,{1674},Post-Crisis
Yellow Lantern Corps,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Yellow Lantern Corps,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Yellow Lantern Corps,"{`"New(-| )?52`"}",f,{},New 52
Yellow Lantern Corps,{Nu?-?52},f,{},New 52
Yellow Lantern Corps,"{`"Post(-| )52`"}",f,{},New 52
Yellow Lantern Corps,"{`"Prime(-| )Earth`"}",f,{},New 52
Yellow Lantern Corps,{Rebirth},f,{},New 52
Sinestro Corps,{PC},f,{1674},Post-Crisis
Sinestro Corps,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Sinestro Corps,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Sinestro Corps,"{`"New(-| )?52`"}",f,{},New 52
Sinestro Corps,{Nu?-?52},f,{},New 52
Sinestro Corps,"{`"Post(-| )52`"}",f,{},New 52
Sinestro Corps,"{`"Prime(-| )Earth`"}",f,{},New 52
Sinestro Corps,{Rebirth},f,{},New 52
Green Lantern Corps,{PC},f,{1674},Post-Crisis
Green Lantern Corps,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Green Lantern Corps,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Green Lantern Corps,"{`"New(-| )?52`"}",f,{},New 52
Green Lantern Corps,{Nu?-?52},f,{},New 52
Green Lantern Corps,"{`"Post(-| )52`"}",f,{},New 52
Green Lantern Corps,"{`"Prime(-| )Earth`"}",f,{},New 52
Green Lantern Corps,{Rebirth},f,{},New 52
Blue Lantern Corps,"{`"New(-| )?52`"}",f,{},New 52
Blue Lantern Corps,{Nu?-?52},f,{},New 52
Blue Lantern Corps,"{`"Post(-| )52`"}",f,{},New 52
Blue Lantern Corps,"{`"Prime(-| )Earth`"}",f,{},New 52
Blue Lantern Corps,{Rebirth},f,{},New 52
Blue Lantern Corps,{PC},f,{1674},Post-Crisis
Blue Lantern Corps,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Blue Lantern Corps,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Indigo Tribe,{PC},f,{1674},Post-Crisis
Indigo Tribe,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Indigo Tribe,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Indigo Tribe,"{`"New(-| )?52`"}",f,{},New 52
Indigo Tribe,{Nu?-?52},f,{},New 52
Indigo Tribe,"{`"Post(-| )52`"}",f,{},New 52
Indigo Tribe,"{`"Prime(-| )Earth`"}",f,{},New 52
Indigo Tribe,{Rebirth},f,{},New 52
Star Sapphire,{PC},f,{1674},Post-Crisis
Star Sapphire,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Star Sapphire,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Star Sapphire,"{`"New(-| )?52`"}",f,{},New 52
Star Sapphire,{Nu?-?52},f,{},New 52
Star Sapphire,"{`"Post(-| )52`"}",f,{},New 52
Star Sapphire,"{`"Prime(-| )Earth`"}",f,{},New 52
Star Sapphire,{Rebirth},f,{},New 52
Black Lantern Corps,{PC},f,{1674},Post-Crisis
Dex-Starr,{DC},t,{8279},DC
Riki-Oh,{Saiga},t,{4906},""
Black Lantern Corps,"{`"Post(-| )?C(risis)?`"}",f,{1674},Post-Crisis
Black Lantern Corps,"{`"New(-| )Earth`"}",f,{1674},Post-Crisis
Black Lantern Corps,"{`"New(-| )?52`"}",f,{},New 52
Black Lantern Corps,{Nu?-?52},f,{},New 52
Black Lantern Corps,"{`"Post(-| )52`"}",f,{},New 52
Black Lantern Corps,"{`"Prime(-| )Earth`"}",f,{},New 52
Black Lantern Corps,{Rebirth},f,{},New 52
Arm-Fall-Off-Boy,{DC},t,{1693},DC
Karate Kid,{DC},f,{1694},DC
Mordru,{DC},t,{1695},DC
Mordru,"{`"pre(-| )N(ew ?)?52`"}",t,{1695},DC
Mordru,"{`"pre(-| )?52`"}",t,{1695},DC
Mordru,{PC},t,{1695},DC
Mordru,"{`"Post(-| )?C(risis)?`"}",t,{1695},DC
Mordru,"{`"New(-| )Earth`"}",t,{1695},DC
Mordru,"{`"Pre(-| )?Crisis`"}",t,{1695},DC
Time Trapper,{DC},t,{1696},DC
Validus,{DC},t,{1697},DC
Lobo,{PC},f,{1698},Post-Crisis
Lobo,"{`"Post(-| )?C(risis)?`"}",f,{1698},Post-Crisis
Lobo,"{`"New(-| )Earth`"}",f,{1698},Post-Crisis
Lobo,"{`"New(-| )?52`"}",f,{1699},New 52
Lobo,{Nu?-?52},f,{1699},New 52
Lobo,"{`"Post(-| )52`"}",f,{1699},New 52
Lobo,{Rebirth},f,{1700},Rebirth
Black Orchid,"{`"New(-| )?52`"}",f,{1701},New 52
Black Orchid,{Nu?-?52},f,{1701},New 52
Black Orchid,"{`"Post(-| )52`"}",f,{1701},New 52
Black Orchid,"{`"Prime(-| )Earth`"}",f,{1701},New 52
Black Orchid,{Rebirth},f,{1701},New 52
Deadman,"{`"New(-| )?52`"}",f,{1702},New 52
Deadman,{Nu?-?52},f,{1702},New 52
Deadman,"{`"Post(-| )52`"}",f,{1702},New 52
Deadman,"{`"Prime(-| )Earth`"}",f,{1702},New 52
Deadman,{Rebirth},f,{1702},New 52
Frankenstein,"{`"New(-| )?52`"}",f,{1703},New 52
Frankenstein,{Nu?-?52},f,{1703},New 52
Frankenstein,"{`"Post(-| )52`"}",f,{1703},New 52
Frankenstein,"{`"Prime(-| )Earth`"}",f,{1703},New 52
Frankenstein,{Rebirth},f,{1703},New 52
Frankenstein,"{`"pre(-| )N(ew ?)?52`"}",f,{1724},Pre New 52
Frankenstein,"{`"pre(-| )?52`"}",f,{1724},Pre New 52
Frankenstein,{PC},f,{1724},Pre New 52
Frankenstein,"{`"Post(-| )?C(risis)?`"}",f,{1724},Pre New 52
Frankenstein,"{`"New(-| )Earth`"}",f,{1724},Pre New 52
John Constantine,"{`"New(-| )?52`"}",f,{1704},New 52
John Constantine,{Nu?-?52},f,{1704},New 52
John Constantine,"{`"Post(-| )52`"}",f,{1704},New 52
John Constantine,"{`"Prime(-| )Earth`"}",f,{1704},New 52
John Constantine,{Rebirth},f,{1704},New 52
Madame Xanadau,"{`"New(-| )?52`"}",t,{1705},New 52
Madame Xanadau,{Nu?-?52},t,{1705},New 52
Madame Xanadau,"{`"Post(-| )52`"}",t,{1705},New 52
Madame Xanadau,"{`"Prime(-| )Earth`"}",t,{1705},New 52
Madame Xanadau,{Rebirth},t,{1705},New 52
Madame Xanadau,"{`"Justice League Dark`"}",t,{1705},New 52
Nightmare Nurse,"{`"New(-| )?52`"}",f,{1706},New 52
Nightmare Nurse,{Nu?-?52},f,{1706},New 52
Nightmare Nurse,"{`"Post(-| )52`"}",f,{1706},New 52
Nightmare Nurse,"{`"Prime(-| )Earth`"}",f,{1706},New 52
Nightmare Nurse,{Rebirth},f,{1706},New 52
Nightmare Nurse,"{`"Justice League Dark`"}",f,{1706},New 52
Nightmare Nurse,"{`"(DC( Comics)?)`"}",t,{1706},DC
Lobo,"{`"\\(DC( Comics)?\\)`"}",t,"{1698,1699,1700}",DC
Frankenstein,"{`"\\(DC( Comics)?\\)`"}",f,"{1703,1724}",DC
Phantom Stranger,"{`"New(-| )?52`"}",f,{1708},New 52
Phantom Stranger,{Nu?-?52},f,{1708},New 52
Phantom Stranger,"{`"Post(-| )52`"}",f,{1708},New 52
Phantom Stranger,"{`"Prime(-| )Earth`"}",f,{1708},New 52
Phantom Stranger,{Rebirth},f,{1708},New 52
Phantom Stranger,"{`"Justice League Dark`"}",f,{1708},New 52
Phantom Stranger,{PC},f,{1718},Post-Crisis
Phantom Stranger,"{`"Post(-| )?C(risis)?`"}",f,{1718},Post-Crisis
Phantom Stranger,"{`"New(-| )Earth`"}",f,{1718},Post-Crisis
Phantom Stranger,"{`"(DC( Comics)?)`"}",t,"{1708,1718}",DC
Phantom Stranger,"{`"DC universe`"}",t,"{1708,1718}",DC
Phantom Stranger,"{`"comics (Phantom )?Stranger`"}",t,"{1708,1718}",DC
Swamp Thing,"{`"(DC( Comics)?)`"}",t,"{1709,1728}",DC
Swamp Thing,"{`"DC universe`"}",t,"{1709,1728}",DC
Swamp Thing,"{`"comics (Phantom )?Stranger`"}",t,"{1709,1728}",DC
Swamp Thing,"{`"New(-| )?52`"}",f,{1709},New 52
Swamp Thing,{Nu?-?52},f,{1709},New 52
Swamp Thing,"{`"Post(-| )52`"}",f,{1709},New 52
Swamp Thing,"{`"Prime(-| )Earth`"}",f,{1709},New 52
Swamp Thing,{Rebirth},f,{1709},New 52
Swamp Thing,"{`"Justice League Dark`"}",f,{1709},New 52
Swamp Thing,"{`"pre(-| )N(ew ?)?52`"}",f,{1728},Pre New 52
Swamp Thing,"{`"pre(-| )?52`"}",f,{1728},Pre New 52
Swamp Thing,"{`"Pre(-| )?Flashpoint`"}",f,{1728},Pre New 52
Swamp Thing,{PC},f,{1728},Pre New 52
Swamp Thing,"{`"Pre(-| )?Crisis`"}",f,{1728},Pre New 52
Swamp Thing,"{`"Post(-| )?C(risis)?`"}",f,{1728},Pre New 52
Swamp Thing,"{`"New(-| )Earth`"}",f,{1728},Pre New 52
Zatanna,"{`"New(-| )?52`"}",t,{1710},Post-Crisis / New 52
Zatanna,{Nu?-?52},t,{1710},Post-Crisis / New 52
Zatanna,"{`"Post(-| )52`"}",t,{1710},Post-Crisis / New 52
Zatanna,"{`"Prime(-| )Earth`"}",t,{1710},Post-Crisis / New 52
Zatanna,{Rebirth},t,{1710},Post-Crisis / New 52
Zatanna,{PC},t,{1710},Post-Crisis / New 52
Zatanna,"{`"Post(-| )?C(risis)?`"}",t,{1710},Post-Crisis / New 52
Zatanna,"{`"New(-| )Earth`"}",t,{1710},Post-Crisis / New 52
Zatanna,"{`"(DC( Comics)?)`"}",t,{1710},Post-Crisis / New 52
Blue Devil,{PC},f,{1711},Post-Crisis
Blue Devil,"{`"Post(-| )?C(risis)?`"}",f,{1711},Post-Crisis
Blue Devil,"{`"New(-| )Earth`"}",f,{1711},Post-Crisis
Blue Devil,"{`"(DC( Comics)?)`"}",t,{1711},DC
Enchantress,"{`"(DC( Comics)?)`"}",f,{1712},DC
Nightmaster,"{`"(DC( Comics)?)`"}",t,{1713},DC
Ragman,"{`"(DC( Comics)?)`"}",t,"{1725,1713}",DC
Ragman,"{`"New(-| )?52`"}",f,{1725},New 52
Ragman,{Nu?-?52},f,{1725},New 52
Ragman,"{`"Post(-| )52`"}",f,{1725},New 52
Ragman,"{`"Prime(-| )Earth`"}",f,{1725},New 52
Ragman,{Rebirth},f,{1725},New 52
Doctor Occult,{PC},t,{1715},Pre-Flashpoint
Doctor Occult,"{`"Post(-| )?C(risis)?`"}",t,{1715},Pre-Flashpoint
Doctor Occult,"{`"New(-| )Earth`"}",t,{1715},Pre-Flashpoint
Doctor Occult,"{`"Pre(-| )?Crisis`"}",t,{1715},Pre-Flashpoint
Doctor Occult,"{`"Pre(-| )?Flashpoint`"}",t,{1715},Pre-Flashpoint
Mister E,{PC},f,{1717},Post-Crisis
Mister E,"{`"Post(-| )?C(risis)?`"}",f,{1717},Post-Crisis
Mister E,"{`"New(-| )Earth`"}",f,{1717},Post-Crisis
Mister E,"{`"(DC( Comics)?)`"}",t,{1717},DC
Tim Hunter,"{`"(DC( Comics)?)`"}",t,{1719},DC
Tim Hunter,{PC},f,{1719},Post-Crisis
Tim Hunter,"{`"Post(-| )?C(risis)?`"}",f,{1719},Post-Crisis
Tim Hunter,"{`"New(-| )Earth`"}",f,{1719},Post-Crisis
Wilson Fisk,"{`"Spider(-| )?Verse`"}",f,{10800},Into the Spider-Verse
Oracle,"{`"Young Justice`"}",f,{10801},Young Justice
Young Justice Team,"{`"Young Justice`"}",t,{10802},""
Young Justice,"{`"Young Justice vs`"}",f,{10802},TV Series
Young Justice,"{`"vs.? Young Justice`"}",f,{10802},TV Series
Young Justice,"{`"Young Justice ?\\(TV`"}",f,{10802},TV Series
Young Justice,"{`"Young Justice ?\\(YJ Cartoon`"}",f,{10802},TV Series
Young Justice,"{`"Young Justice Sd`"}",f,{10802},TV Series
The Team,"{`"The Team ?\\(Young Justice`"}",f,{10802},Young Justice
Black Lightning,"{`"Young Justice`"}",f,{10803},Young Justice
Captain Marvel,"{`"Young Justice`"}",f,{10804},Young Justice
Martian Manhunter,"{`"Martian Manhunter \\(Young Justice`"}",f,{10805},Young Justice
Bloodshot,{2020},f,{10806},2020
Bloodshot,"{`"Bloodshot movie`"}",f,{10806},2020
Captain Marvel,"{`"Shazam!? The Monster Society of Evil`"}",f,{10807},Shazam! The Monster Society of Evil
Kid Flash,"{`"Kid Flash ?\\(Young Justice`"}",f,"{1009,1010}",Young Justice
Kid Flash,"{`"Kid Flash ?\\[Young Justice`"}",f,"{1009,1010}",Young Justice
Kid Flash,"{`"Kid Flash from Young Justice`"}",f,"{1009,1010}",Young Justice
Flash,"{`"Flash ?\\(Young Justice`"}",f,{10808},Young Justice
Flash,"{`"Flash ?\\[Young Justice`"}",f,{10808},Young Justice
Doctor Fate,"{`"(Dr|Doctor).? Fate ?\\(Young Justice`"}",f,{10809},Young Justice
Doctor Fate,"{`"(Dr|Doctor).? Fate ?\\[Young Justice`"}",f,{10809},Young Justice
Doctor Fate,"{`"Young Justice ((Dr|Doctor).?)? Fate`"}",f,{10809},Young Justice
Cyborg,"{`"\\(Young Justice`"}",f,{10810},Young Justice
Cyborg,"{`"Young Justice`",`"season d`"}",f,{10810},Young Justice
Cyborg,"{`"\\[Young Justice`"}",f,{10810},Young Justice
Cyborg,"{`"Young Justice`",`"TV (shows?|series|versions?)`"}",f,{10810},Young Justice
Cyborg,"{`"Young Justice`",`"cartoon network`"}",f,{10810},Young Justice
Cyborg,"{`"from Young Justice`"}",f,{10810},Young Justice
Cyborg,"{`"Young Justice (show|series)`"}",f,{10810},Young Justice
El Dorado,"{`"Young Justice`"}",f,{10811},Young Justice
Forager,"{`"Young Justice`"}",f,{10812},Young Justice
Geo-Force,"{`"Young Justice`"}",f,{10813},Young Justice
Halo,"{`"Young Justice`"}",f,{10814},Young Justice
Blaziken,{Pok(e|é)mon},t,{10815},Pokémon
Sharquoi,{Halo},t,{10816},Halo
Chuck Norris,"{`"Fact Book`"}",t,{10817},""
Soundwave,"{`"Transformers:? Prime`"}",f,{10818},Transformers: Prime
Soundwave,{Prime},f,{10818},Transformers: Prime
Kavinsky,{Kavinsky},t,{10819},""
Komachi,{Touhou},f,{10820},Touhou
Komachi Onozuka,{Touhou},t,{10820},Touhou
Utsuho Reiuji,{Touhou},t,{10821},Touhou
Alice Margatroid,{Touhou},t,{10822},Touhou
Shuri,{616},t,{2020},616
Shuri,{comics?},t,{2020},616
Shuri,{Endgame},f,{7699},MCU
Ulysses Klaw,{616},t,{2021},616
Ulysses Klaw,{comics?},t,{2021},616
Winter Soldier,{616},t,{2022},616
Winter Soldier,{comics?},t,{2022},616
Captain America,{616},t,{2024},616
Captain America,{comics?},t,{2024},616
U.S. Agent,{616},f,{2025},616
U.S. Agent,{comics?},f,{2025},616
U.S. Agent,{Marvel},f,{2025},616
U.S. Agent,"{`"Captain America`"}",f,{2025},616
Batroc,{616},t,{2026},616
Batroc,{comics?},t,{2026},616
Batroc,{Marvel},t,{2026},616
Batroc,"{`"Marvel Cinematic Universe`"}",f,{},MCU
Batroc,{MCU},f,{},MCU
Batroc,{199999},f,{},MCU
Constrictor,{616},f,{2027},616
Constrictor,{comics?},f,{2027},616
Constrictor,{Marvel},f,{2027},616
Sam Wilson,{616},t,"{17672,2023}",616
Sam Wilson,{comics?},t,"{17672,2023}",616
Shazam,"{`"Young Justice`"}",f,{10804},Young Justice
Miles Morales,"{`"Spider(-| )?Verse`"}",f,"{1174,1176}",Into the Spider-Verse
Peter B. Parker,"{`"Spider(-| )?Verse`"}",t,{1175},Into the Spider-Verse
Spider-Gang,"{`"Spider(-| )?Verse`"}",f,{1176},Into the Spider-Verse
Spider-Woman,"{`"Spider(-| )?Verse`"}",f,{1176},Into the Spider-Verse
Gwen,"{`"Spider(-| )?Verse`"}",f,{1176},Into the Spider-Verse
Spider-Man Noir,"{`"Spider(-| )?Verse`"}",f,{1176},Into the Spider-Verse
Peni Parker,"{`"Spider(-| )?Verse`"}",f,{1176},Into the Spider-Verse
Spider-Ham,"{`"Spider(-| )?Verse`"}",f,{1176},Into the Spider-Verse
Flynn,{Tangled},f,{1177},Tangled
Flynn,"{`"Eugene Fitzherbert`"}",f,{1177},Tangled
Flynn Rider,{Tangled},f,{1177},Tangled
Maximus,{Tangled},f,{1178},Tangled
Maximus the Horse,{Tangled},t,{1178},Tangled
Rapunzel,{Tangled},t,{1179},Tangled
Jafar,{Aladdin},t,{1180},Aladdin
Rasputin,{Anastasia},f,{1181},Anastasia
Red,"{`"Angry Birds?`"}",f,{1182},Angry Birds
Astro Boy,{2009},f,{1183},2009
Kida,{Atlantis},f,{1184},Atlantis
Kida Nedakh,{Atlantis},t,{1184},Atlantis
Leviathan,{Atlantis},f,{1185},Atlantis
Killer Frost,"{`"Assault On Arkham`"}",f,{1186},Assault On Arkham
Batman,"{`"Gotham Knight`"}",f,{1187},Gotham Knight
Gaston,"{`"Beauty (and |& )the Beast`"}",f,{1188},Beauty and the Beast
Gaston,{BATB},f,{1188},Beauty and the Beast
Bolt the Super Dog,{Bolt},t,{1190},Bolt
Hate-Monger,{616},t,{2028},616
Bolt,{Disney},f,{1190},Bolt
Jimbo,"{`"Boss Baby`"}",f,{1191},Boss Baby
Finn Mcmissile,{Cars},t,{1192},Cars
